LINHA;NOME DA ESTAÇÃO;SIGLA DA ESTAÇÃO;DESCRIÇÃO DO PRODUTO;GRUPO v1;GRUPO;LOCALIZACAO;Codigo;Codigov2;;PAINEL
1;ESTACAO JABAQUARA             ;JAB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;JAB-AS -1;JAB-AS-1;;
1;ESTACAO JABAQUARA             ;JAB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;JAB-AS -7;JAB-AS-7;;
1;ESTACAO JABAQUARA             ;JAB;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;JAB-MLP-4;JAB-MLP-4;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;JAB-MLS-4;JAB-MLS-4;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;JAB-MPS-2;JAB-MPS-2;;
1;ESTACAO JABAQUARA             ;JAB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;JAB-AS -6;JAB-AS-6;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-2;JAB-PDF-2;;
1;ESTACAO JABAQUARA             ;JAB;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;JAB-MLP-3;JAB-MLP-3;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-3;JAB-PDF-3;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;JAB-MLS-3;JAB-MLS-3;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-5;JAB-PDF-5;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;JAB-MLS-5;JAB-MLS-5;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;JAB-MLS-6;JAB-MLS-6;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-6;JAB-PDF-6;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;JAB-MPS-3;JAB-MPS-3;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-9;JAB-PDF-9;;
1;ESTACAO JABAQUARA             ;JAB;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;JAB-MLP-5;JAB-MLP-5;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;JAB-MLS-7;JAB-MLS-7;;
1;ESTACAO JABAQUARA             ;JAB;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;JAB-PS -4;JAB-PS-4;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-7;JAB-PDF-7;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-8;JAB-PDF-8;;
1;ESTACAO JABAQUARA             ;JAB;SUPERBACKLIGHT PLATAFORMA;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;PLATAFORMA;JAB-PSB-1;JAB-PSB-1;;
1;ESTACAO JABAQUARA             ;JAB;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;JAB-PS -2;JAB-PS-2;;
1;ESTACAO JABAQUARA             ;JAB;SUPERBACKLIGHT PLATAFORMA;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;PLATAFORMA;JAB-PSB-2;JAB-PSB-2;;
1;ESTACAO JABAQUARA             ;JAB;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;JAB-MPP-1;JAB-MPP-1;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;JAB-MLS-1;JAB-MLS-1;;
1;ESTACAO JABAQUARA             ;JAB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;JAB-MLS-2;JAB-MLS-2;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-1;JAB-PDF-1;;
1;ESTACAO JABAQUARA             ;JAB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;JAB-PDF-4;JAB-PDF-4;;
1;ESTACAO JARDIM SAO PAULO      ;JPA;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;JPA-MPS-2;JPA-MPS-2;x;
1;ESTACAO JARDIM SAO PAULO      ;JPA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;JPA-PS -3;JPA-PS-3;;
1;ESTACAO JARDIM SAO PAULO      ;JPA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;JPA-PS -6;JPA-PS-6;;
1;ESTACAO JARDIM SAO PAULO      ;JPA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;JPA-PS -7;JPA-PS-7;;
1;ESTACAO JARDIM SAO PAULO      ;JPA;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;JPA-MPS-3;JPA-MPS-3;;
1;ESTACAO LARGO TREZE           ;LTR;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;LTR-AS -7;LTR-AS-7;x;
5;ESTACAO LARGO TREZE           ;LTR;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;LTR-AS -23;LTR-AS-23;;
5;ESTACAO LARGO TREZE           ;LTR;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LTR-MPS-2;LTR-MPS-2;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-1;LTR-PER-1;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-2;LTR-PER-2;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-3;LTR-PER-3;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-4;LTR-PER-4;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-5;LTR-PER-5;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-6;LTR-PER-6;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-7;LTR-PER-7;;
5;ESTACAO LARGO TREZE           ;LTR;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;LTR-PER-8;LTR-PER-8;;
5;ESTACAO LARGO TREZE           ;LTR;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LTR-PS -10;LTR-PS-10;;
5;ESTACAO LARGO TREZE           ;LTR;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LTR-PS -11;LTR-PS-11;;
5;ESTACAO LARGO TREZE           ;LTR;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LTR-PS -12;LTR-PS-12;;
5;ESTACAO LARGO TREZE           ;LTR;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LTR-PS -2;LTR-PS-2;;
5;ESTACAO LARGO TREZE           ;LTR;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LTR-PS -8;LTR-PS-8;;
1;ESTACAO LIBERDADE             ;LIB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;LIB-PDF-2;LIB-PDF-2;x;
1;ESTACAO LIBERDADE             ;LIB;CLÁSSICO ACESSO;CLÁSSICO;PAINEL CLÁSSICO;ACESSO;LIB-AP -2;LIB-AP-2;;
1;ESTACAO LIBERDADE             ;LIB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;LIB-AS -2;LIB-AS-2;;
5;ESTACAO LIBERDADE             ;LIB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;LIB-PDF-3;LIB-PDF-3;;
1;ESTACAO LIBERDADE             ;LIB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;LIB-AS -3;LIB-AS-3;;
1;ESTACAO LIBERDADE             ;LIB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;LIB-AS -4;LIB-AS-4;;
1;ESTACAO LIBERDADE             ;LIB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;LIB-AS -5;LIB-AS-5;;
1;ESTACAO LIBERDADE             ;LIB;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LIB-MPS-5;LIB-MPS-5;;
1;ESTACAO LIBERDADE             ;LIB;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LIB-MPS-7;LIB-MPS-7;;
1;ESTACAO LIBERDADE             ;LIB;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LIB-MPS-8;LIB-MPS-8;;
1;ESTACAO LIBERDADE             ;LIB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;LIB-PDF-4;LIB-PDF-4;;
1;ESTACAO LIBERDADE             ;LIB;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LIB-PS -1;LIB-PS-1;;
1;ESTACAO LIBERDADE             ;LIB;CLÁSSICO ACESSO;CLÁSSICO;PAINEL CLÁSSICO;ACESSO;LIB-AP -1;LIB-AP-1;;
1;ESTACAO LIBERDADE             ;LIB;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;LIB-PDF-5;LIB-PDF-5;;
1;ESTACAO LIBERDADE             ;LIB;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;LIB-MLP-1;LIB-MLP-1;;
1;ESTACAO LIBERDADE             ;LIB;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;LIB-MLP-2;LIB-MLP-2;;
1;ESTACAO LIBERDADE             ;LIB;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;LIB-MLP-3;LIB-MLP-3;;
1;ESTACAO LIBERDADE             ;LIB;SUPERBACKLIGHT PLATAFORMA;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;PLATAFORMA;LIB-PSB-4;LIB-PSB-4;;
1;ESTACAO LIBERDADE             ;LIB;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;LIB-MPP-5;LIB-MPP-5;;
1;ESTACAO LIBERDADE             ;LIB;SUPERBACKLIGHT PLATAFORMA;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;PLATAFORMA;LIB-PSB-2;LIB-PSB-2;;
1;ESTACAO LIBERDADE             ;LIB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;LIB-AS -6;LIB-AS-6;;
1;ESTACAO LIBERDADE             ;LIB;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;LIB-MLS-1;LIB-MLS-1;;
1;ESTACAO LIBERDADE             ;LIB;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LIB-MPS-3;LIB-MPS-3;;
1;ESTACAO LUZ                   ;LUZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LUZ-MPS-12;LUZ-MPS-12;x;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -4;LUZ-PS-4;;
1;ESTACAO LUZ                   ;LUZ;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;LUZ-MLP-24;LUZ-MLP-24;;
1;ESTACAO LUZ                   ;LUZ;HIPERBACKLIGHT MEZANINO;HIPERBACKLIGHT;PAINEL HIPERBACKLIGHT;MEZANINO;LUZ-MHB-1;LUZ-MHB-1;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -1;LUZ-PS-1;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -6;LUZ-PS-6;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -9;LUZ-PS-9;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -10;LUZ-PS-10;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -11;LUZ-PS-11;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -12;LUZ-PS-12;;
1;ESTACAO LUZ                   ;LUZ;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;LUZ-MLP-2;LUZ-MLP-2;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -5;LUZ-PS-5;;
1;ESTACAO LUZ                   ;LUZ;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;LUZ-MPP-2;LUZ-MPP-2;;
1;ESTACAO LUZ                   ;LUZ;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;LUZ-MPP-22;LUZ-MPP-22;;
1;ESTACAO LUZ                   ;LUZ;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;LUZ-PP -3;LUZ-PP-3;;
1;ESTACAO LUZ                   ;LUZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LUZ-MPS-14;LUZ-MPS-14;;
1;ESTACAO LUZ                   ;LUZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LUZ-MPS-15;LUZ-MPS-15;;
1;ESTACAO LUZ                   ;LUZ;SUPERBACKLIGHT MEZANINO ;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;MEZANINO ;LUZ-MSB-1;LUZ-MSB-1;;
1;ESTACAO LUZ                   ;LUZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LUZ-MPS-16;LUZ-MPS-16;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -3;LUZ-PS-3;;
1;ESTACAO LUZ                   ;LUZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;LUZ-MPS-18;LUZ-MPS-18;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -8;LUZ-PS-8;;
1;ESTACAO LUZ                   ;LUZ;SUPERBACKLIGHT MEZANINO ;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;MEZANINO ;LUZ-MSB-2;LUZ-MSB-2;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -13;LUZ-PS-13;;
1;ESTACAO LUZ                   ;LUZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;LUZ-PS -7;LUZ-PS-7;;
3;ESTACAO MARECHAL DEODORO      ;DEO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;DEO-AS -1;DEO-AS-1;x;
3;ESTACAO MARECHAL DEODORO      ;DEO;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;DEO-MLS-1;DEO-MLS-1;;
3;ESTACAO MARECHAL DEODORO      ;DEO;CLÁSSICO MEZANINO PAGO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO PAGO;DEO-MPC-1;DEO-MPC-1;;
3;ESTACAO MARECHAL DEODORO      ;DEO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;DEO-AS -7;DEO-AS-7;;
3;ESTACAO MARECHAL DEODORO      ;DEO;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;DEO-MLS-2;DEO-MLS-2;;
1;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SUM-MPS-3;SUM-MPS-3;x;
1;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SUM-MPS-4;SUM-MPS-4;;
1;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SUM-PS -1;SUM-PS-1;;
2;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SUM-MPS-1;SUM-MPS-1;;
2;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SUM-MPS-6;SUM-MPS-6;;
2;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SUM-MPS-2;SUM-MPS-2;;
2;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SUM-MPS-5;SUM-MPS-5;;
2;ESTACAO NSA SRA FATIMA-SUMARE ;SUM;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SUM-PS -2;SUM-PS-2;;
1;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;BFU-MPS-2;BFU-MPS-2;x;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;BFU-AS -1;BFU-AS-1;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;BFU-PS -1;BFU-PS-1;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;BFU-PS -10;BFU-PS-10;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;BFU-PS -21;BFU-PS-21;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;BFU-MPS-11;BFU-MPS-11;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;BFU-PP -2;BFU-PP-2;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;BFU-MPS-10;BFU-MPS-10;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;BFU-PS -12;BFU-PS-12;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;BFU-PS -16;BFU-PS-16;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;BFU-PP -12;BFU-PP-12;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;BFU-PS -24;BFU-PS-24;;
3;ESTACAO PALMEIRAS BARRA FUNDA ;BFU;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;BFU-PS -8;BFU-PS-8;;
1;ESTACAO PARADA INGLESA        ;PIG;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PIG-PS -6;PIG-PS-6;x;
2;ESTACAO PARADA INGLESA        ;PIG;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PIG-PS -2;PIG-PS-2;;
1;ESTACAO PARADA INGLESA        ;PIG;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PIG-PS -1;PIG-PS-1;;
1;ESTACAO PARADA INGLESA        ;PIG;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PIG-PS -3;PIG-PS-3;;
1;ESTACAO PARADA INGLESA        ;PIG;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PIG-PS -5;PIG-PS-5;;
1;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -22;PSO-AS-22;x;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PSO-MPS-8;PSO-MPS-8;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-2;PSO-PDF-2;;
3;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-7;PSO-PDF-7;;
3;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -1;PSO-PS-1;;
3;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -12;PSO-PS-12;;
3;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -15;PSO-PS-15;;
3;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -2;PSO-PS-2;;
3;ESTACAO PARAISO               ;PSO;SUPERBACKLIGHT PLATAFORMA;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;PLATAFORMA;PSO-PSB-1;PSO-PSB-1;;
3;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -2;PSO-PP-2;;
3;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -21;PSO-AS-21;;
3;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -24;PSO-AS-24;;
3;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-1;PSO-PDF-1;;
1;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-12;PSO-PDF-12;;
1;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-3;PSO-PDF-3;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -12;PSO-AS-12;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -20;PSO-AS-20;;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;PSO-MLS-1;PSO-MLS-1;;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;PSO-MLS-11;PSO-MLS-11;;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;PSO-MLS-13;PSO-MLS-13;;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;PSO-MLS-8;PSO-MLS-8;;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PSO-MPS-10;PSO-MPS-10;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-4;PSO-PDF-4;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-11;PSO-PDF-11;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-8;PSO-PDF-8;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -15;PSO-AS-15;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -10;PSO-PS-10;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -16;PSO-PS-16;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -17;PSO-PS-17;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -18;PSO-PS-18;;
